Name,Position,Height,Weight,Academic Year,Hometown,Previous School,Year,School,From_US_State,Is_Transfer,Age,G,MP,OWS,DWS,WS,WS/40,MPG
Ty Rodgers,G/F,78.0,210.0,So.,Michigan,,2023,Illinois,True,False,19.0,38.0,863.0,1.6,1.0,2.6,0.121,22.710526315789476
Tyler Wahl,F,81.0,225.0,Gr.,Minnesota,,2023,Wisconsin,True,False,23.0,36.0,1022.0,2.1,1.4,3.5,0.137,28.38888888888889
Tyson Walker,G,73.0,185.0,Gr.,New York,,2023,Michigan_State,True,True,23.0,34.0,1121.0,2.7,1.9,4.6,0.163,32.97058823529412
Will Berg,C,86.0,255.0,R-Fr.,Sweden,,2023,Purdue,False,False,19.0,14.0,52.0,0.2,0.1,0.3,0.203,3.7142857142857135
Will Ramberg,G,77.0,205.0,Sr.,Minnesota,Cook County,2023,Minnesota,True,True,21.0,2.0,6.0,0.0,0.0,0.0,0.108,3.0
Will Tschetter,F,80.0,245.0,R-So.,Minnesota,,2023,Michigan,True,False,20.0,31.0,554.0,1.4,0.1,1.5,0.106,17.870967741935484
Xavier Booker,F,83.0,220.0,Fr.,Indiana,,2023,Michigan_State,True,False,18.0,27.0,249.0,0.4,0.4,0.9,0.137,9.22222222222222
Xavier Johnson,G,75.0,200.0,R-Sr.+,Virginia,Pitt,2023,Indiana,True,True,24.0,20.0,511.0,0.1,0.4,0.5,0.042,25.55
Youssef Khayat,F,81.0,215.0,So.,Lebanon,,2023,Michigan,False,False,19.0,17.0,99.0,0.0,0.0,0.1,0.032,5.823529411764706
Zach Edey,C,88.0,300.0,Sr.,Ontario,,2023,Purdue,False,False,21.0,39.0,1248.0,7.9,2.6,10.5,0.336,32.0
Zach Hayn,G,74.0,195.0,Gr.,New York,,2023,Rutgers,True,True,23.0,5.0,6.0,0.0,0.0,0.0,0.147,1.2
Zach Hicks,F,80.0,200.0,Junior,New Jersey,Temple,2023,Penn_State,True,True,20.0,33.0,886.0,0.7,1.0,1.7,0.077,26.848484848484848
Zed Key,F,80.0,230.0,Sr.,New York,,2023,Ohio_State,True,False,21.0,36.0,554.0,1.5,0.9,2.4,0.171,15.38888888888889
